movie_title,director_name,genres,actor_1_name,actor_2_name,actor_3_name
the lincoln lawyer ,Brad Furman,Crime Drama Thriller,Matthew McConaughey,Margarita Levieva,Frances Fisher
unknown ,Jaume Collet-Serra,Action Mystery Thriller,Liam Neeson,Frank Langella,Aidan Quinn
the prestige ,Christopher Nolan,Drama Mystery Sci-Fi Thriller,Christian Bale,Hugh Jackman,Scarlett Johansson
horrible bosses 2 ,Sean Anders,Comedy Crime,Kevin Spacey,Christoph Waltz,Lindsay Sloane
escape from planet earth ,Cal Brunker,Adventure Animation Comedy Family Sci-Fi,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit
apocalypto ,Mel Gibson,Action Adventure Drama Thriller,Rudy Youngblood,Dalia Hernández,Jonathan Brewer
the living daylights ,John Glen,Action Adventure Thriller,Joe Don Baker,Desmond Llewelyn,Art Malik
predators ,Nimród Antal,Action Adventure Sci-Fi Thriller,Topher Grace,Alice Braga,Derek Mears
legal eagles ,Ivan Reitman,Comedy Crime Romance,Brian Dennehy,Debra Winger,Roscoe Lee Browne
secret window ,David Koepp,Mystery Thriller,Johnny Depp,Charles S. Dutton,Timothy Hutton
the lake house ,Alejandro Agresti,Drama Fantasy Romance,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach
the skeleton key ,Iain Softley,Horror Mystery Thriller,Gena Rowlands,Deneen Tyler,Joy Bryant
the odd life of timothy green ,Peter Hedges,Comedy Drama Family Fantasy,Jennifer Garner,Odeya Rush,Common
made of honor ,Paul Weiland,Comedy Romance,Busy Philipps,Beau Garrett,Kevin Sussman
jersey boys ,Clint Eastwood,Biography Drama Music Musical,Johnny Cannizzaro,Steve Schirripa,Scott Vance
the rainmaker ,Francis Ford Coppola,Crime Drama Thriller,Matt Damon,Dean Stockwell,Virginia Madsen
gothika ,Mathieu Kassovitz,Horror Mystery Thriller,Robert Downey Jr.,Charles S. Dutton,Bernard Hill
amistad ,Steven Spielberg,Drama History,Anthony Hopkins,Morgan Freeman,Matthew McConaughey
medicine man ,John McTiernan,Adventure Drama Romance,Lorraine Bracco,José Wilker,Sean Connery
aliens vs. predator: requiem ,Colin Strause,Action Horror Sci-Fi Thriller,Sam Trammell,Johnny Lewis,Ian Whyte
ri¢hie ri¢h ,Donald Petrie,Comedy Family,Macaulay Culkin,John Larroquette,Jonathan Hyde
autumn in new york ,Joan Chen,Drama Romance,J.K. Simmons,Sam Trammell,Elaine Stritch
music and lyrics ,Marc Lawrence,Comedy Music Romance,Brad Garrett,Scott Porter,Haley Bennett
paul ,Greg Mottola,Adventure Comedy Sci-Fi,Bobby Lee,Nelson Ascencio,Jeremy Owen
the guilt trip ,Anne Fletcher,Comedy Drama,Miriam Margolyes,Tom Virtue,Julene Renee
scream 4 ,Wes Craven,Horror Mystery,Alison Brie,Aimee Teegarden,Shenae Grimes-Beech
8mm ,Joel Schumacher,Mystery Thriller,Nicolas Cage,Chris Bauer,Anthony Heald
the doors ,Oliver Stone,Biography Drama Music Musical,Michael Wincott,Kevin Dillon,Kathleen Quinlan
sex tape ,Jake Kasdan,Comedy,James Wilcox,Randall Park,Nat Faxon
hanging up ,Diane Keaton,Comedy Drama,Adam Arkin,Celia Weston,Jesse James
final destination 5 ,Steven Quale,Horror,Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance
mickey blue eyes ,Kelly Makin,Comedy Crime Romance,Jeanne Tripplehorn,Burt Young,Vincent Pastore
pay it forward ,Mimi Leder,Drama,Kevin Spacey,Haley Joel Osment,Angie Dickinson
fever pitch ,Bobby Farrelly,Comedy Drama Romance Sport,Jimmy Fallon,KaDee Strickland,Ione Skye
drillbit taylor ,Steven Brill,Comedy Drama,Lisa Ann Walter,Shaun Weiss,Matt Walsh
a million ways to die in the west ,Seth MacFarlane,Comedy Western,Liam Neeson,Charlize Theron,Seth MacFarlane
the shadow ,Russell Mulcahy,Action Adventure Crime Fantasy Mystery Thriller,Jonathan Winters,Peter Boyle,John Kapelos
extremely loud & incredibly close ,Stephen Daldry,Adventure Drama Mystery,Tom Hanks,Thomas Horn,Stephen Henderson
morning glory ,Roger Michell,Comedy Drama Romance,Noah Bean,Patti D'Arbanville,Vanessa Aspillaga
get rich or die tryin' ,Jim Sheridan,Biography Crime Drama Music,50 Cent,Bill Duke,Marc John Jefferies
the art of war ,Christian Duguay,Action Adventure Crime Thriller,Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer
rent ,Chris Columbus,Drama Musical Romance,Rosario Dawson,David Fine,Jesse L. Martin
bless the child ,Chuck Russell,Crime Drama Horror Thriller,Rufus Sewell,Jimmy Smits,Angela Bettis
the out-of-towners ,Sam Weisman,Comedy,Oliver Hudson,Valerie Perri,Carlease Burke
the island of dr. moreau ,John Frankenheimer,Horror Sci-Fi Thriller,Marlon Brando,Temuera Morrison,Marco Hofschneider
the musketeer ,Peter Hyams,Action Adventure Romance,Catherine Deneuve,Justin Chambers,Stephen Rea
the other boleyn girl ,Justin Chadwick,Biography Drama History Romance,Natalie Portman,Scarlett Johansson,Benedict Cumberbatch
sweet november ,Pat O'Connor,Drama Romance,Keanu Reeves,Charlize Theron,Frank Langella
the reaping ,Stephen Hopkins,Horror Thriller,Stephen Rea,Andrea Frankle,William Ragsdale
mean streets ,Martin Scorsese,Crime Drama Romance Thriller,Robert De Niro,David Carradine,David Proval
renaissance man ,Penny Marshall,Comedy Drama,Ed Begley Jr.,Cliff Robertson,Lillo Brancato
colombiana ,Olivier Megaton,Action Crime Drama Thriller,Jordi Mollà,Callum Blue,Jesse Borrego
the magic sword: quest for camelot ,Frederik Du Chau,Adventure Animation Comedy Drama Family Fantasy Musical,Gary Oldman,Jaleel White,Eric Idle
city by the sea ,Michael Caton-Jones,Crime Drama Mystery Thriller,Robert De Niro,James Franco,John Doman
at first sight ,Irwin Winkler,Drama Romance,Mira Sorvino,Nathan Lane,Steven Weber
torque ,Joseph Kahn,Action Comedy Crime,Dane Cook,Jay Hernandez,Christina Milian
city hall ,Harold Becker,Drama Thriller,Al Pacino,Martin Landau,Bridget Fonda
showgirls ,Paul Verhoeven,Drama,Bobbie Phillips,Elizabeth Berkley,Robert Davi
marie antoinette ,Sofia Coppola,Biography Drama History Romance,Kirsten Dunst,Shirley Henderson,Rip Torn
kiss of death ,Barbet Schroeder,Action Crime Thriller,Nicolas Cage,Michael Rapaport,Philip Baker Hall
get carter ,Stephen Kay,Action Crime Drama Thriller,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith
the impossible ,J.A. Bayona,Drama Thriller,Naomi Watts,Geraldine Chaplin,Oaklee Pendergast
ishtar ,Elaine May,Action Adventure Comedy Music Thriller,Carol Kane,Warren Beatty,Isabelle Adjani
fantastic mr. fox ,Wes Anderson,Adventure Animation Comedy Crime Family,Bill Murray,Meryl Streep,Helen McCrory
life or something like it ,Stephen Herek,Comedy Romance,Angelina Jolie Pitt,Stockard Channing,James Gammon
memoirs of an invisible man ,John Carpenter,Comedy Romance Sci-Fi Thriller,Richard Epcar,Michael McKean,Patricia Heaton
amélie ,Jean-Pierre Jeunet,Comedy Romance,Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty
new york minute ,Dennie Gordon,Comedy Crime Family Romance,Mary-Kate Olsen,Bob Saget,Riley Smith
alfie ,Charles Shyer,Comedy Drama Romance,Omar Epps,Nia Long,Jane Krakowski
big miracle ,Ken Kwapis,Biography Drama Romance,Ted Danson,Tim Blake Nelson,Andrew Daly
the deep end of the ocean ,Ulu Grosbard,Drama,Alexa PenaVega,Treat Williams,Jonathan Jackson
feardotcom ,William Malone,Crime Horror Thriller,Natascha McElhone,Jeffrey Combs,Udo Kier
cirque du freak: the vampire's assistant ,Paul Weitz,Action Adventure Fantasy Thriller,Josh Hutcherson,Salma Hayek,Patrick Fugit
victor frankenstein ,Paul McGuigan,Drama Horror Sci-Fi Thriller,Daniel Radcliffe,Spencer Wilding,Daniel Mays
duplex ,Danny DeVito,Comedy,Justin Theroux,Amber Valletta,Harvey Fierstein
soul men ,Malcolm D. Lee,Comedy Drama Music,Bernie Mac,Sean Hayes,Mike Epps
raise the titanic ,Jerry Jameson,Action Adventure Drama Thriller,M. Emmet Walsh,Jason Robards,Anne Archer
universal soldier: the return ,Mic Rodgers,Action Sci-Fi,Michael Jai White,Daniel von Bargen,Xander Berkeley
pandorum ,Christian Alvart,Action Horror Mystery Sci-Fi Thriller,Norman Reedus,Dennis Quaid,Eddie Rouse
impostor ,Gary Fleder,Drama Mystery Sci-Fi Thriller,Gary Dourdan,Mekhi Phifer,Tim Guinee
extreme ops ,Christian Duguay,Action Adventure Thriller,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves
just visiting ,Jean-Marie Poiré,Comedy Fantasy Sci-Fi,Bridgette Wilson-Sampras,Matt Ross,John Aylward
sunshine ,Danny Boyle,Adventure Sci-Fi Thriller,Chris Evans,Benedict Wong,Troy Garity
a thousand words ,Brian Robbins,Comedy Drama,John Gatins,Lou Saliba,Greg Collins
delgo ,Marc F. Adler,Adventure Animation Comedy Fantasy Romance,Eric Idle,Anne Bancroft,Kelly Ripa
the gunman ,Pierre Morel,Action Crime Drama Mystery Thriller,Ray Winstone,Mark Rylance,Jasmine Trinca
alex rider: operation stormbreaker ,Geoffrey Sax,Action Adventure Family Thriller,Alex Pettyfer,Sophie Okonedo,Ashley Walters
disturbia ,D.J. Caruso,Drama Mystery Thriller,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo
hackers ,Iain Softley,Comedy Crime Drama Thriller,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco
the hunting party ,Richard Shepard,Adventure Comedy Drama Romance Thriller War,James Brolin,Zan Marolt,Ljubomir Kerekes
the hudsucker proxy ,Joel Coen,Comedy Fantasy,Jennifer Jason Leigh,Bill Cobbs,John Mahoney
the warlords ,Peter Ho-Sun Chan,Action Drama History Romance War,Jet Li,Takeshi Kaneshiro,Andy Lau
nomad: the warrior ,Sergey Bodrov,Drama History War,Jay Hernandez,Kuno Becker,Jason Scott Lee
snowpiercer ,Joon-ho Bong,Action Drama Sci-Fi Thriller,Chris Evans,Ewen Bremner,Kang-ho Song
a monster in paris ,Bibo Bergeron,Adventure Animation Comedy Fantasy Music Romance,Adam Goldberg,Bob Balaban,François Cluzet
the last shot ,Jeff Nathanson,Comedy,Matthew Broderick,Glenn Morshower,Tim Blake Nelson
the crow ,Alex Proyas,Action Drama Fantasy,Michael Wincott,Bai Ling,David Patrick Kelly
baahubali: the beginning ,S.S. Rajamouli,Action Adventure Drama Fantasy War,Tamannaah Bhatia,Anushka Shetty,Prabhas
the time traveler's wife ,Robert Schwentke,Drama Fantasy Romance Sci-Fi,Arliss Howard,Brooklynn Proulx,Michelle Nolden
because i said so ,Michael Lehmann,Comedy Romance,Colin Ferguson,Stephen Collins,Tom Everett Scott
the fast and the furious ,Rob Cohen,Action Crime Thriller,Paul Walker,Vin Diesel,Jordana Brewster
frankenweenie ,Tim Burton,Animation Comedy Family Horror Sci-Fi,Martin Landau,Catherine O'Hara,Atticus Shaffer
serenity ,Joss Whedon,Action Adventure Sci-Fi Thriller,Adam Baldwin,Sean Maher,Michael Hitchcock
against the ropes ,Charles S. Dutton,Biography Drama Romance Sport,Omar Epps,Charles S. Dutton,Tim Daly
superman iii ,Richard Lester,Action Comedy Sci-Fi,Margot Kidder,Robert Vaughn,Jackie Cooper
grudge match ,Peter Segal,Comedy Sport,Robert De Niro,Sylvester Stallone,Oscar Gale
red cliff ,John Woo,Action Adventure Drama History War,Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao
sweet home alabama ,Andy Tennant,Comedy Romance,Ethan Embry,Mary Lynn Rajskub,Courtney Gains
the ugly truth ,Robert Luketic,Comedy Romance,Gerard Butler,John Michael Higgins,Eric Winter
sgt. bilko ,Jonathan Lynn,Comedy,Austin Pendleton,Phil Hartman,Max Casella
spy kids 2: island of lost dreams ,Robert Rodriguez,Action Adventure Comedy Family Sci-Fi,Steve Buscemi,Alexa PenaVega,Emily Osment
star trek: generations ,David Carson,Action Adventure Mystery Sci-Fi Thriller,LeVar Burton,Alan Ruck,Jonathan Frakes
the grandmaster ,Kar-Wai Wong,Action Biography Drama,Tony Chiu Wai Leung,Hye-kyo Song,Elvis Tsui
water for elephants ,Francis Lawrence,Drama Romance,Robert Pattinson,Christoph Waltz,James Frain
dragon nest: warriors' dawn ,Yuefeng Song,Adventure Animation Family Fantasy,Blythe Auffarth,Bianca Collins,Jiao Xu
the hurricane ,Norman Jewison,Biography Drama Sport,Denzel Washington,Vincent Pastore,Deborah Kara Unger
enough ,Michael Apted,Crime Drama Thriller,Bill Cobbs,Jeff Kober,Billy Campbell
heartbreakers ,David Mirkin,Comedy Crime Romance,Sarah Silverman,Anne Bancroft,Jeffrey Jones
paul blart: mall cop 2 ,Andy Fickman,Action Comedy Crime,D.B. Woodside,Daniella Alonso,Eduardo Verástegui
angel eyes ,Luis Mandoki,Drama Romance,Sonia Braga,Shirley Knight,Kari Matchett
joe somebody ,John Pasquin,Comedy Drama,Jim Belushi,Ken Marino,Kelly Lynch
the ninth gate ,Roman Polanski,Mystery Thriller,Johnny Depp,Frank Langella,Lena Olin
extreme measures ,Michael Apted,Crime Drama Mystery Thriller,J.K. Simmons,Paul Guilfoyle,Bill Nunn
rock star ,Stephen Herek,Drama Music,Beth Grant,Dagmara Dominczyk,Matthew Glave
precious ,Lee Daniels,Drama,Mo'Nique,Gabourey Sidibe,Mariah Carey
white squall ,Ridley Scott,Adventure Drama,Jeff Bridges,Jason Marsden,Ethan Embry
the thing ,John Carpenter,Horror Mystery Sci-Fi,Wilford Brimley,Richard Masur,David Clennon
riddick ,David Twohy,Action Sci-Fi Thriller,Vin Diesel,Nolan Gerard Funk,Bokeem Woodbine
switchback ,Jeb Stuart,Crime Mystery Thriller,Gregory Scott Cummins,Claudia Stedelin,Ted Markland
texas rangers ,Steve Miner,Action Adventure Drama Thriller Western,Tom Skerritt,Usher Raymond,Leonor Varela
city of ember ,Gil Kenan,Adventure Family Fantasy Sci-Fi,Bill Murray,Toby Jones,Harry Treadaway
the master ,Paul Thomas Anderson,Drama,Mike Howard,Jeffrey W. Jenkins,Bruce Goodchild
virgin territory ,David Leland,Adventure Comedy History Romance,Hayden Christensen,Ryan Cartwright,David Walliams
the express ,Gary Fleder,Biography Drama Sport,Dennis Quaid,Nicole Beharie,Charles S. Dutton
the 5th wave ,J Blakeson,Action Adventure Sci-Fi Thriller,Chloë Grace Moretz,Maggie Siff,Nick Robinson
creed ,Ryan Coogler,Drama Sport,Sylvester Stallone,Phylicia Rashad,Graham McTavish
the town ,Ben Affleck,Crime Drama Thriller,Jeremy Renner,Jon Hamm,Owen Burke
what to expect when you're expecting ,Kirk Jones,Comedy Drama Romance,Anna Kendrick,Dennis Quaid,Thomas Lennon
burn after reading ,Ethan Coen,Comedy Drama,J.K. Simmons,Brad Pitt,Kevin Sussman
nim's island ,Jennifer Flackett,Adventure Comedy Family Fantasy,Gerard Butler,Anthony Simcoe,Christopher James Baker
rush ,Ron Howard,Action Biography Drama Sport,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara
magnolia ,Paul Thomas Anderson,Drama,Patton Oswalt,Neil Flynn,Jim Meskimen
cop out ,Kevin Smith,Action Comedy Crime,Bruce Willis,Tracy Morgan,Kevin Pollak
how to be single ,Christian Ditter,Comedy Romance,Alison Brie,Damon Wayans Jr.,Nicholas Braun
dolphin tale ,Charles Martin Smith,Drama Family,Morgan Freeman,Michael Roark,Harry Connick Jr.
twilight ,Catherine Hardwicke,Drama Fantasy Romance,Kristen Stewart,Taylor Lautner,Anna Kendrick
john q ,Nick Cassavetes,Crime Drama Thriller,Denzel Washington,Laura Harring,Anne Heche
blue streak ,Les Mayfield,Action Comedy Crime Thriller,Peter Greene,Dave Chappelle,Tamala Jones
we're the millers ,Rawson Marshall Thurber,Comedy Crime,Laura-Leigh,Molly C. Quinn,Thomas Lennon
obitaemyy ostrov ,Fedor Bondarchuk,Action Adventure Sci-Fi,Yuliya Snigir,Fedor Bondarchuk,Aleksey Serebryakov
breakdown ,Jonathan Mostow,Action Crime Drama Mystery Thriller,Kathleen Quinlan,M.C. Gainey,J.T. Walsh
never say never again ,Irvin Kershner,Action Adventure Thriller,Bernie Casey,Klaus Maria Brandauer,Barbara Carrera
hot tub time machine ,Steve Pink,Comedy Sci-Fi,Charlie McDermott,Collette Wolfe,Crystal Lowe
dolphin tale 2 ,Charles Martin Smith,Drama Family,Morgan Freeman,Taylor Blackwell,Harry Connick Jr.
reindeer games ,John Frankenheimer,Action Adventure Crime Drama Family Fantasy Romance Thriller,Charlize Theron,James Frain,Clarence Williams III
a man apart ,F. Gary Gray,Action Crime Drama Thriller,Vin Diesel,Jeff Kober,Larenz Tate
aloha ,Cameron Crowe,Comedy Drama Romance,Emma Stone,Bradley Cooper,Bill Murray
ghosts of mississippi ,Rob Reiner,Drama History,Alexa PenaVega,Virginia Madsen,Craig T. Nelson
snow falling on cedars ,Scott Hicks,Drama Mystery Romance Thriller,Rick Yune,Reeve Carney,Daniel von Bargen
the rite ,Mikael Håfström,Drama Horror Mystery Thriller,Anthony Hopkins,Colin O'Donoghue,Toby Jones
gattaca ,Andrew Niccol,Drama Sci-Fi Thriller,Blair Underwood,Xander Berkeley,Mason Gamble
isn't she great ,Andrew Bergman,Biography Comedy Romance,Stockard Channing,Nathan Lane,John Larroquette
space chimps ,Kirk De Micco,Adventure Animation Comedy Family Sci-Fi,Cheryl Hines,Kenan Thompson,Omid Abtahi
head of state ,Chris Rock,Comedy,Bernie Mac,Dylan Baker,Tracy Morgan
the hangover ,Todd Phillips,Comedy,Bradley Cooper,Rob Riggle,Mike Epps
ip man 3 ,Wilson Yip,Action Biography Drama History,Mike Tyson,Lynn Hung,Kwok-Kwan Chan
austin powers: the spy who shagged me ,Jay Roach,Action Adventure Comedy Crime,Muse Watson,Verne Troyer,Robert Wagner
batman ,Tim Burton,Action Adventure,Michael Gough,Jack Palance,William Hootkins
there be dragons ,Roland Joffé,Biography Drama War,Jordi Mollà,Dougray Scott,Lily Cole
lethal weapon 3 ,Richard Donner,Action Crime Thriller,Rene Russo,Nick Chinlund,Stuart Wilson
the blind side ,John Lee Hancock,Biography Drama Sport,Catherine Dyer,Quinton Aaron,Kim Dickens
spy kids ,Robert Rodriguez,Action Adventure Comedy Family Sci-Fi,Alexa PenaVega,Cheech Marin,Daryl Sabara
horrible bosses ,Seth Gordon,Comedy Crime,Kevin Spacey,Lindsay Sloane,Reginald Ballard
true grit ,Ethan Coen,Adventure Drama Western,Matt Damon,Jeff Bridges,Bruce Green
the devil wears prada ,David Frankel,Comedy Drama Romance,Meryl Streep,Anne Hathaway,Rebecca Mader
star trek: the motion picture ,Robert Wise,Adventure Mystery Sci-Fi,Leonard Nimoy,Nichelle Nichols,Walter Koenig
identity thief ,Seth Gordon,Comedy Crime,Jon Favreau,Eric Stonestreet,T.I.
cape fear ,Martin Scorsese,Crime Thriller,Robert De Niro,Robert Mitchum,Joe Don Baker
21 ,Robert Luketic,Crime Drama Thriller,Kevin Spacey,Jim Sturgess,Josh Gad
trainwreck ,Judd Apatow,Comedy Romance,Amy Schumer,Randall Park,Josh Segarra
guess who ,Kevin Rodney Sullivan,Comedy Romance,Bernie Mac,Nicole Sullivan,Sherri Shepherd
the english patient ,Anthony Minghella,Drama Romance War,Colin Firth,Kristin Scott Thomas,Jürgen Prochnow
l.a. confidential ,Curtis Hanson,Crime Drama Mystery Thriller,Kevin Spacey,Matt McCoy,Paul Guilfoyle
sky high ,Mike Mitchell,Adventure Comedy Family Sci-Fi,Michael Angarano,Kelly Preston,Nicholas Braun
in & out ,Frank Oz,Comedy,Tom Selleck,Wilford Brimley,Lauren Ambrose
species ,Roger Donaldson,Action Horror Sci-Fi Thriller,Natasha Henstridge,Marg Helgenberger,Jordan Lund
a nightmare on elm street ,Wes Craven,Horror,Johnny Depp,Lin Shaye,Amanda Wyss
the cell ,Tarsem Singh,Horror Sci-Fi Thriller,Dylan Baker,Jake Weber,James Gammon
the man in the iron mask ,Randall Wallace,Action Adventure,Leonardo DiCaprio,Anne Parillaud,Judith Godrèche
secretariat ,Randall Wallace,Biography Drama Family History Sport,Scott Glenn,Kevin Connolly,Dylan Walsh
tmnt ,Kevin Munroe,Action Adventure Animation Comedy Family Fantasy Sci-Fi,Chris Evans,Sarah Michelle Gellar,Mako
radio ,Michael Tollin,Biography Drama Sport,Alfre Woodard,Riley Smith,Debra Winger
friends with benefits ,Will Gluck,Comedy Romance,Mila Kunis,Justin Timberlake,Masi Oka
neighbors 2: sorority rising ,Nicholas Stoller,Comedy,Chloë Grace Moretz,Ike Barinholtz,Kiersey Clemons
saving mr. banks ,John Lee Hancock,Biography Comedy Drama History Music,Tom Hanks,Ruth Wilson,B.J. Novak
malcolm x ,Spike Lee,Biography Drama History Romance,Denzel Washington,Delroy Lindo,Al Freeman Jr.
this is 40 ,Judd Apatow,Comedy,Charlyne Yi,Maude Apatow,Mackenzie Aladjem
old dogs ,Walt Becker,Comedy Family,Robin Williams,Bernie Mac,Ann-Margret
underworld: rise of the lycans ,Patrick Tatopoulos,Action Adventure Fantasy Sci-Fi Thriller,Craig Parker,Kevin Grevioux,Steven Mackintosh
license to wed ,Ken Kwapis,Comedy Romance,Robin Williams,Christine Taylor,Mindy Kaling
the benchwarmers ,Dennis Dugan,Comedy Romance Sport,Jon Lovitz,Jon Heder,Tim Meadows
must love dogs ,Gary David Goldberg,Comedy Romance,Stockard Channing,Victor Webster,Elizabeth Perkins
