,Unnamed: 0,Unnamed: 0.1,title,director,genres,actor1,actor2,actor3,combined_text
1197,1197,1197,17 again,Burr Steers,Comedy Drama Family Fantasy Romance,Matthew Perry,Hunter Parrish,Thomas Lennon,Burr Steers Matthew Perry Hunter Parrish Thomas Lennon Comedy Drama Family Fantasy Romance
1198,1198,1198,the other woman,Nick Cassavetes,Comedy Romance,Don Johnson,Kate Upton,David Thornton,Nick Cassavetes Don Johnson Kate Upton David Thornton Comedy Romance
1199,1199,1199,the final destination,David R. Ellis,Horror,Krista Allen,Andrew Fiscella,Shantel VanSanten,David R. Ellis Krista Allen Andrew Fiscella Shantel VanSanten Horror
1200,1200,1200,bridge of spies,Steven Spielberg,Drama History Thriller,Tom Hanks,Mark Rylance,Amy Ryan,Steven Spielberg Tom Hanks Mark Rylance Amy Ryan Drama History Thriller
1201,1201,1201,behind enemy lines,John Moore,Action Drama Thriller War,Joaquim de Almeida,David Keith,Sam Jaeger,John Moore Joaquim de Almeida David Keith Sam Jaeger Action Drama Thriller War
1202,1202,1202,get him to the greek,Nicholas Stoller,Comedy Music,Pink,Mario Lopez,Lino Facioli,Nicholas Stoller Pink Mario Lopez Lino Facioli Comedy Music
1203,1203,1203,shall we dance,Peter Chelsom,Comedy Drama Romance,Lisa Ann Walter,Nick Cannon,Omar Benson Miller,Peter Chelsom Lisa Ann Walter Nick Cannon Omar Benson Miller Comedy Drama Romance
1204,1204,1204,small soldiers,Joe Dante,Action Adventure Comedy Family Sci-Fi,Kirsten Dunst,Denis Leary,Robert Picardo,Joe Dante Kirsten Dunst Denis Leary Robert Picardo Action Adventure Comedy Family Sci-Fi
1205,1205,1205,spawn,Mark A.Z. Dippé,Action Horror,Michael Jai White,Frank Welker,Miko Hughes,Mark A.Z. Dippé Michael Jai White Frank Welker Miko Hughes Action Horror
1206,1206,1206,the count of monte cristo,Kevin Reynolds,Action Adventure Drama Romance Thriller,Henry Cavill,James Frain,Michael Wincott,Kevin Reynolds Henry Cavill James Frain Michael Wincott Action Adventure Drama Romance Thriller
1207,1207,1207,the lincoln lawyer,Brad Furman,Crime Drama Thriller,Matthew McConaughey,Margarita Levieva,Frances Fisher,Brad Furman Matthew McConaughey Margarita Levieva Frances Fisher Crime Drama Thriller
1208,1208,1208,unknown,Jaume Collet-Serra,Action Mystery Thriller,Liam Neeson,Frank Langella,Aidan Quinn,Jaume Collet-Serra Liam Neeson Frank Langella Aidan Quinn Action Mystery Thriller
1209,1209,1209,the prestige,Christopher Nolan,Drama Mystery Sci-Fi Thriller,Christian Bale,Hugh Jackman,Scarlett Johansson,Christopher Nolan Christian Bale Hugh Jackman Scarlett Johansson Drama Mystery Sci-Fi Thriller
1210,1210,1210,horrible bosses 2,Sean Anders,Comedy Crime,Kevin Spacey,Christoph Waltz,Lindsay Sloane,Sean Anders Kevin Spacey Christoph Waltz Lindsay Sloane Comedy Crime
1211,1211,1211,escape from planet earth,Cal Brunker,Adventure Animation Comedy Family Sci-Fi,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,Cal Brunker Brendan Fraser Paul Scheer Jonathan Morgan Heit Adventure Animation Comedy Family Sci-Fi
1212,1212,1212,apocalypto,Mel Gibson,Action Adventure Drama Thriller,Rudy Youngblood,Dalia Hernández,Jonathan Brewer,Mel Gibson Rudy Youngblood Dalia Hernández Jonathan Brewer Action Adventure Drama Thriller
1213,1213,1213,the living daylights,John Glen,Action Adventure Thriller,Joe Don Baker,Desmond Llewelyn,Art Malik,John Glen Joe Don Baker Desmond Llewelyn Art Malik Action Adventure Thriller
1214,1214,1214,predators,Nimród Antal,Action Adventure Sci-Fi Thriller,Topher Grace,Alice Braga,Derek Mears,Nimród Antal Topher Grace Alice Braga Derek Mears Action Adventure Sci-Fi Thriller
1215,1215,1215,legal eagles,Ivan Reitman,Comedy Crime Romance,Brian Dennehy,Debra Winger,Roscoe Lee Browne,Ivan Reitman Brian Dennehy Debra Winger Roscoe Lee Browne Comedy Crime Romance
1216,1216,1216,secret window,David Koepp,Mystery Thriller,Johnny Depp,Charles S. Dutton,Timothy Hutton,David Koepp Johnny Depp Charles S. Dutton Timothy Hutton Mystery Thriller
1217,1217,1217,the lake house,Alejandro Agresti,Drama Fantasy Romance,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,Alejandro Agresti Keanu Reeves Dylan Walsh Ebon Moss-Bachrach Drama Fantasy Romance
1218,1218,1218,the skeleton key,Iain Softley,Horror Mystery Thriller,Gena Rowlands,Deneen Tyler,Joy Bryant,Iain Softley Gena Rowlands Deneen Tyler Joy Bryant Horror Mystery Thriller
1219,1219,1219,the odd life of timothy green,Peter Hedges,Comedy Drama Family Fantasy,Jennifer Garner,Odeya Rush,Common,Peter Hedges Jennifer Garner Odeya Rush Common Comedy Drama Family Fantasy
1220,1220,1220,made of honor,Paul Weiland,Comedy Romance,Busy Philipps,Beau Garrett,Kevin Sussman,Paul Weiland Busy Philipps Beau Garrett Kevin Sussman Comedy Romance
1221,1221,1221,jersey boys,Clint Eastwood,Biography Drama Music Musical,Johnny Cannizzaro,Steve Schirripa,Scott Vance,Clint Eastwood Johnny Cannizzaro Steve Schirripa Scott Vance Biography Drama Music Musical
1222,1222,1222,the rainmaker,Francis Ford Coppola,Crime Drama Thriller,Matt Damon,Dean Stockwell,Virginia Madsen,Francis Ford Coppola Matt Damon Dean Stockwell Virginia Madsen Crime Drama Thriller
1223,1223,1223,gothika,Mathieu Kassovitz,Horror Mystery Thriller,Robert Downey Jr.,Charles S. Dutton,Bernard Hill,Mathieu Kassovitz Robert Downey Jr. Charles S. Dutton Bernard Hill Horror Mystery Thriller
1224,1224,1224,amistad,Steven Spielberg,Drama History,Anthony Hopkins,Morgan Freeman,Matthew McConaughey,Steven Spielberg Anthony Hopkins Morgan Freeman Matthew McConaughey Drama History
1225,1225,1225,medicine man,John McTiernan,Adventure Drama Romance,Lorraine Bracco,José Wilker,Sean Connery,John McTiernan Lorraine Bracco José Wilker Sean Connery Adventure Drama Romance
1226,1226,1226,aliens vs. predator: requiem,Colin Strause,Action Horror Sci-Fi Thriller,Sam Trammell,Johnny Lewis,Ian Whyte,Colin Strause Sam Trammell Johnny Lewis Ian Whyte Action Horror Sci-Fi Thriller
1227,1227,1227,ri¢hie ri¢h,Donald Petrie,Comedy Family,Macaulay Culkin,John Larroquette,Jonathan Hyde,Donald Petrie Macaulay Culkin John Larroquette Jonathan Hyde Comedy Family
1228,1228,1228,autumn in new york,Joan Chen,Drama Romance,J.K. Simmons,Sam Trammell,Elaine Stritch,Joan Chen J.K. Simmons Sam Trammell Elaine Stritch Drama Romance
1229,1229,1229,music and lyrics,Marc Lawrence,Comedy Music Romance,Brad Garrett,Scott Porter,Haley Bennett,Marc Lawrence Brad Garrett Scott Porter Haley Bennett Comedy Music Romance
1230,1230,1230,paul,Greg Mottola,Adventure Comedy Sci-Fi,Bobby Lee,Nelson Ascencio,Jeremy Owen,Greg Mottola Bobby Lee Nelson Ascencio Jeremy Owen Adventure Comedy Sci-Fi
1231,1231,1231,the guilt trip,Anne Fletcher,Comedy Drama,Miriam Margolyes,Tom Virtue,Julene Renee,Anne Fletcher Miriam Margolyes Tom Virtue Julene Renee Comedy Drama
1232,1232,1232,scream 4,Wes Craven,Horror Mystery,Alison Brie,Aimee Teegarden,Shenae Grimes-Beech,Wes Craven Alison Brie Aimee Teegarden Shenae Grimes-Beech Horror Mystery
1233,1233,1233,8mm,Joel Schumacher,Mystery Thriller,Nicolas Cage,Chris Bauer,Anthony Heald,Joel Schumacher Nicolas Cage Chris Bauer Anthony Heald Mystery Thriller
1234,1234,1234,the doors,Oliver Stone,Biography Drama Music Musical,Michael Wincott,Kevin Dillon,Kathleen Quinlan,Oliver Stone Michael Wincott Kevin Dillon Kathleen Quinlan Biography Drama Music Musical
1235,1235,1235,sex tape,Jake Kasdan,Comedy,James Wilcox,Randall Park,Nat Faxon,Jake Kasdan James Wilcox Randall Park Nat Faxon Comedy
1236,1236,1236,hanging up,Diane Keaton,Comedy Drama,Adam Arkin,Celia Weston,Jesse James,Diane Keaton Adam Arkin Celia Weston Jesse James Comedy Drama
1237,1237,1237,final destination 5,Steven Quale,Horror,Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance,Steven Quale Emma Bell Jacqueline MacInnes Wood Courtney B. Vance Horror
1238,1238,1238,mickey blue eyes,Kelly Makin,Comedy Crime Romance,Jeanne Tripplehorn,Burt Young,Vincent Pastore,Kelly Makin Jeanne Tripplehorn Burt Young Vincent Pastore Comedy Crime Romance
1239,1239,1239,pay it forward,Mimi Leder,Drama,Kevin Spacey,Haley Joel Osment,Angie Dickinson,Mimi Leder Kevin Spacey Haley Joel Osment Angie Dickinson Drama
1240,1240,1240,fever pitch,Bobby Farrelly,Comedy Drama Romance Sport,Jimmy Fallon,KaDee Strickland,Ione Skye,Bobby Farrelly Jimmy Fallon KaDee Strickland Ione Skye Comedy Drama Romance Sport
1241,1241,1241,drillbit taylor,Steven Brill,Comedy Drama,Lisa Ann Walter,Shaun Weiss,Matt Walsh,Steven Brill Lisa Ann Walter Shaun Weiss Matt Walsh Comedy Drama
1242,1242,1242,a million ways to die in the west,Seth MacFarlane,Comedy Western,Liam Neeson,Charlize Theron,Seth MacFarlane,Seth MacFarlane Liam Neeson Charlize Theron Seth MacFarlane Comedy Western
1243,1243,1243,the shadow,Russell Mulcahy,Action Adventure Crime Fantasy Mystery Thriller,Jonathan Winters,Peter Boyle,John Kapelos,Russell Mulcahy Jonathan Winters Peter Boyle John Kapelos Action Adventure Crime Fantasy Mystery Thriller
1244,1244,1244,extremely loud & incredibly close,Stephen Daldry,Adventure Drama Mystery,Tom Hanks,Thomas Horn,Stephen Henderson,Stephen Daldry Tom Hanks Thomas Horn Stephen Henderson Adventure Drama Mystery
1245,1245,1245,morning glory,Roger Michell,Comedy Drama Romance,Noah Bean,Patti D'Arbanville,Vanessa Aspillaga,Roger Michell Noah Bean Patti D'Arbanville Vanessa Aspillaga Comedy Drama Romance
1246,1246,1246,get rich or die tryin',Jim Sheridan,Biography Crime Drama Music,50 Cent,Bill Duke,Marc John Jefferies,Jim Sheridan 50 Cent Bill Duke Marc John Jefferies Biography Crime Drama Music
1247,1247,1247,the art of war,Christian Duguay,Action Adventure Crime Thriller,Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer,Christian Duguay Michael Biehn Cary-Hiroyuki Tagawa Anne Archer Action Adventure Crime Thriller
1248,1248,1248,rent,Chris Columbus,Drama Musical Romance,Rosario Dawson,David Fine,Jesse L. Martin,Chris Columbus Rosario Dawson David Fine Jesse L. Martin Drama Musical Romance
1249,1249,1249,bless the child,Chuck Russell,Crime Drama Horror Thriller,Rufus Sewell,Jimmy Smits,Angela Bettis,Chuck Russell Rufus Sewell Jimmy Smits Angela Bettis Crime Drama Horror Thriller
1250,1250,1250,the out-of-towners,Sam Weisman,Comedy,Oliver Hudson,Valerie Perri,Carlease Burke,Sam Weisman Oliver Hudson Valerie Perri Carlease Burke Comedy
1251,1251,1251,the island of dr. moreau,John Frankenheimer,Horror Sci-Fi Thriller,Marlon Brando,Temuera Morrison,Marco Hofschneider,John Frankenheimer Marlon Brando Temuera Morrison Marco Hofschneider Horror Sci-Fi Thriller
1252,1252,1252,the musketeer,Peter Hyams,Action Adventure Romance,Catherine Deneuve,Justin Chambers,Stephen Rea,Peter Hyams Catherine Deneuve Justin Chambers Stephen Rea Action Adventure Romance
1253,1253,1253,the other boleyn girl,Justin Chadwick,Biography Drama History Romance,Natalie Portman,Scarlett Johansson,Benedict Cumberbatch,Justin Chadwick Natalie Portman Scarlett Johansson Benedict Cumberbatch Biography Drama History Romance
1254,1254,1254,sweet november,Pat O'Connor,Drama Romance,Keanu Reeves,Charlize Theron,Frank Langella,Pat O'Connor Keanu Reeves Charlize Theron Frank Langella Drama Romance
1255,1255,1255,the reaping,Stephen Hopkins,Horror Thriller,Stephen Rea,Andrea Frankle,William Ragsdale,Stephen Hopkins Stephen Rea Andrea Frankle William Ragsdale Horror Thriller
1256,1256,1256,mean streets,Martin Scorsese,Crime Drama Romance Thriller,Robert De Niro,David Carradine,David Proval,Martin Scorsese Robert De Niro David Carradine David Proval Crime Drama Romance Thriller
1257,1257,1257,renaissance man,Penny Marshall,Comedy Drama,Ed Begley Jr.,Cliff Robertson,Lillo Brancato,Penny Marshall Ed Begley Jr. Cliff Robertson Lillo Brancato Comedy Drama
1258,1258,1258,colombiana,Olivier Megaton,Action Crime Drama Thriller,Jordi Mollà,Callum Blue,Jesse Borrego,Olivier Megaton Jordi Mollà Callum Blue Jesse Borrego Action Crime Drama Thriller
1259,1259,1259,the magic sword: quest for camelot,Frederik Du Chau,Adventure Animation Comedy Drama Family Fantasy Musical,Gary Oldman,Jaleel White,Eric Idle,Frederik Du Chau Gary Oldman Jaleel White Eric Idle Adventure Animation Comedy Drama Family Fantasy Musical
1260,1260,1260,city by the sea,Michael Caton-Jones,Crime Drama Mystery Thriller,Robert De Niro,James Franco,John Doman,Michael Caton-Jones Robert De Niro James Franco John Doman Crime Drama Mystery Thriller
1261,1261,1261,at first sight,Irwin Winkler,Drama Romance,Mira Sorvino,Nathan Lane,Steven Weber,Irwin Winkler Mira Sorvino Nathan Lane Steven Weber Drama Romance
1262,1262,1262,torque,Joseph Kahn,Action Comedy Crime,Dane Cook,Jay Hernandez,Christina Milian,Joseph Kahn Dane Cook Jay Hernandez Christina Milian Action Comedy Crime
1263,1263,1263,city hall,Harold Becker,Drama Thriller,Al Pacino,Martin Landau,Bridget Fonda,Harold Becker Al Pacino Martin Landau Bridget Fonda Drama Thriller
1264,1264,1264,showgirls,Paul Verhoeven,Drama,Bobbie Phillips,Elizabeth Berkley,Robert Davi,Paul Verhoeven Bobbie Phillips Elizabeth Berkley Robert Davi Drama
1265,1265,1265,marie antoinette,Sofia Coppola,Biography Drama History Romance,Kirsten Dunst,Shirley Henderson,Rip Torn,Sofia Coppola Kirsten Dunst Shirley Henderson Rip Torn Biography Drama History Romance
1266,1266,1266,kiss of death,Barbet Schroeder,Action Crime Thriller,Nicolas Cage,Michael Rapaport,Philip Baker Hall,Barbet Schroeder Nicolas Cage Michael Rapaport Philip Baker Hall Action Crime Thriller
1267,1267,1267,get carter,Stephen Kay,Action Crime Drama Thriller,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith,Stephen Kay Sylvester Stallone Miranda Richardson Lauren Lee Smith Action Crime Drama Thriller
1268,1268,1268,the impossible,J.A. Bayona,Drama Thriller,Naomi Watts,Geraldine Chaplin,Oaklee Pendergast,J.A. Bayona Naomi Watts Geraldine Chaplin Oaklee Pendergast Drama Thriller
1269,1269,1269,ishtar,Elaine May,Action Adventure Comedy Music Thriller,Carol Kane,Warren Beatty,Isabelle Adjani,Elaine May Carol Kane Warren Beatty Isabelle Adjani Action Adventure Comedy Music Thriller
1270,1270,1270,fantastic mr. fox,Wes Anderson,Adventure Animation Comedy Crime Family,Bill Murray,Meryl Streep,Helen McCrory,Wes Anderson Bill Murray Meryl Streep Helen McCrory Adventure Animation Comedy Crime Family
1271,1271,1271,life or something like it,Stephen Herek,Comedy Romance,Angelina Jolie Pitt,Stockard Channing,James Gammon,Stephen Herek Angelina Jolie Pitt Stockard Channing James Gammon Comedy Romance
1272,1272,1272,memoirs of an invisible man,John Carpenter,Comedy Romance Sci-Fi Thriller,Richard Epcar,Michael McKean,Patricia Heaton,John Carpenter Richard Epcar Michael McKean Patricia Heaton Comedy Romance Sci-Fi Thriller
1273,1273,1273,amélie,Jean-Pierre Jeunet,Comedy Romance,Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty,Jean-Pierre Jeunet Mathieu Kassovitz Jamel Debbouze Isabelle Nanty Comedy Romance
1274,1274,1274,new york minute,Dennie Gordon,Comedy Crime Family Romance,Mary-Kate Olsen,Bob Saget,Riley Smith,Dennie Gordon Mary-Kate Olsen Bob Saget Riley Smith Comedy Crime Family Romance
1275,1275,1275,alfie,Charles Shyer,Comedy Drama Romance,Omar Epps,Nia Long,Jane Krakowski,Charles Shyer Omar Epps Nia Long Jane Krakowski Comedy Drama Romance
1276,1276,1276,big miracle,Ken Kwapis,Biography Drama Romance,Ted Danson,Tim Blake Nelson,Andrew Daly,Ken Kwapis Ted Danson Tim Blake Nelson Andrew Daly Biography Drama Romance
1277,1277,1277,the deep end of the ocean,Ulu Grosbard,Drama,Alexa PenaVega,Treat Williams,Jonathan Jackson,Ulu Grosbard Alexa PenaVega Treat Williams Jonathan Jackson Drama
1278,1278,1278,feardotcom,William Malone,Crime Horror Thriller,Natascha McElhone,Jeffrey Combs,Udo Kier,William Malone Natascha McElhone Jeffrey Combs Udo Kier Crime Horror Thriller
1279,1279,1279,cirque du freak: the vampire's assistant,Paul Weitz,Action Adventure Fantasy Thriller,Josh Hutcherson,Salma Hayek,Patrick Fugit,Paul Weitz Josh Hutcherson Salma Hayek Patrick Fugit Action Adventure Fantasy Thriller
1280,1280,1280,victor frankenstein,Paul McGuigan,Drama Horror Sci-Fi Thriller,Daniel Radcliffe,Spencer Wilding,Daniel Mays,Paul McGuigan Daniel Radcliffe Spencer Wilding Daniel Mays Drama Horror Sci-Fi Thriller
1281,1281,1281,duplex,Danny DeVito,Comedy,Justin Theroux,Amber Valletta,Harvey Fierstein,Danny DeVito Justin Theroux Amber Valletta Harvey Fierstein Comedy
1282,1282,1282,soul men,Malcolm D. Lee,Comedy Drama Music,Bernie Mac,Sean Hayes,Mike Epps,Malcolm D. Lee Bernie Mac Sean Hayes Mike Epps Comedy Drama Music
1283,1283,1283,raise the titanic,Jerry Jameson,Action Adventure Drama Thriller,M. Emmet Walsh,Jason Robards,Anne Archer,Jerry Jameson M. Emmet Walsh Jason Robards Anne Archer Action Adventure Drama Thriller
1284,1284,1284,universal soldier: the return,Mic Rodgers,Action Sci-Fi,Michael Jai White,Daniel von Bargen,Xander Berkeley,Mic Rodgers Michael Jai White Daniel von Bargen Xander Berkeley Action Sci-Fi
1285,1285,1285,pandorum,Christian Alvart,Action Horror Mystery Sci-Fi Thriller,Norman Reedus,Dennis Quaid,Eddie Rouse,Christian Alvart Norman Reedus Dennis Quaid Eddie Rouse Action Horror Mystery Sci-Fi Thriller
1286,1286,1286,impostor,Gary Fleder,Drama Mystery Sci-Fi Thriller,Gary Dourdan,Mekhi Phifer,Tim Guinee,Gary Fleder Gary Dourdan Mekhi Phifer Tim Guinee Drama Mystery Sci-Fi Thriller
1287,1287,1287,extreme ops,Christian Duguay,Action Adventure Thriller,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves,Christian Duguay Rufus Sewell Bridgette Wilson-Sampras Rupert Graves Action Adventure Thriller
1288,1288,1288,just visiting,Jean-Marie Poiré,Comedy Fantasy Sci-Fi,Bridgette Wilson-Sampras,Matt Ross,John Aylward,Jean-Marie Poiré Bridgette Wilson-Sampras Matt Ross John Aylward Comedy Fantasy Sci-Fi
1289,1289,1289,sunshine,Danny Boyle,Adventure Sci-Fi Thriller,Chris Evans,Benedict Wong,Troy Garity,Danny Boyle Chris Evans Benedict Wong Troy Garity Adventure Sci-Fi Thriller
1290,1290,1290,a thousand words,Brian Robbins,Comedy Drama,John Gatins,Lou Saliba,Greg Collins,Brian Robbins John Gatins Lou Saliba Greg Collins Comedy Drama
1291,1291,1291,delgo,Marc F. Adler,Adventure Animation Comedy Fantasy Romance,Eric Idle,Anne Bancroft,Kelly Ripa,Marc F. Adler Eric Idle Anne Bancroft Kelly Ripa Adventure Animation Comedy Fantasy Romance
1292,1292,1292,the gunman,Pierre Morel,Action Crime Drama Mystery Thriller,Ray Winstone,Mark Rylance,Jasmine Trinca,Pierre Morel Ray Winstone Mark Rylance Jasmine Trinca Action Crime Drama Mystery Thriller
1293,1293,1293,alex rider: operation stormbreaker,Geoffrey Sax,Action Adventure Family Thriller,Alex Pettyfer,Sophie Okonedo,Ashley Walters,Geoffrey Sax Alex Pettyfer Sophie Okonedo Ashley Walters Action Adventure Family Thriller
1294,1294,1294,disturbia,D.J. Caruso,Drama Mystery Thriller,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,D.J. Caruso Sarah Roemer Aaron Yoo Jose Pablo Cantillo Drama Mystery Thriller
1295,1295,1295,hackers,Iain Softley,Comedy Crime Drama Thriller,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco,Iain Softley Angelina Jolie Pitt Fisher Stevens Lorraine Bracco Comedy Crime Drama Thriller
1296,1296,1296,the hunting party,Richard Shepard,Adventure Comedy Drama Romance Thriller War,James Brolin,Zan Marolt,Ljubomir Kerekes,Richard Shepard James Brolin Zan Marolt Ljubomir Kerekes Adventure Comedy Drama Romance Thriller War
1297,1297,1297,the hudsucker proxy,Joel Coen,Comedy Fantasy,Jennifer Jason Leigh,Bill Cobbs,John Mahoney,Joel Coen Jennifer Jason Leigh Bill Cobbs John Mahoney Comedy Fantasy
1298,1298,1298,the warlords,Peter Ho-Sun Chan,Action Drama History Romance War,Jet Li,Takeshi Kaneshiro,Andy Lau,Peter Ho-Sun Chan Jet Li Takeshi Kaneshiro Andy Lau Action Drama History Romance War
1299,1299,1299,nomad: the warrior,Sergey Bodrov,Drama History War,Jay Hernandez,Kuno Becker,Jason Scott Lee,Sergey Bodrov Jay Hernandez Kuno Becker Jason Scott Lee Drama History War
